Temperature,Weather_Conditions,Humidity,Disease
18.569847762961356,Few Clouds,81.06548025938518,Apple___Cedar_apple_rust
24.246887715334758,Thunderstorm,84.31483786021262,Apple___Cedar_apple_rust
20.525815951336885,Mist,87.66062187352219,Apple___Cedar_apple_rust
23.52379904598864,Rain,89.39874995540728,Apple___Cedar_apple_rust
21.28659210826014,Mist,82.7911024224247,Apple___Cedar_apple_rust
18.1288780819586,Clear Sky,85.48176722525935,Apple___Cedar_apple_rust
23.15797051650192,Snow,82.63772890288085,Apple___Cedar_apple_rust
21.54097058238127,Shower Rain,80.77554973763137,Apple___Cedar_apple_rust
22.696729855044943,Scattered Clouds,88.4423123836059,Apple___Cedar_apple_rust
18.74590427372476,Shower Rain,85.09006507430814,Apple___Cedar_apple_rust
18.331248545941534,Few Clouds,88.80614927748844,Apple___Cedar_apple_rust
21.12641188095901,Clear Sky,81.66869520288071,Apple___Cedar_apple_rust
22.309623527813272,Thunderstorm,81.5273164129513,Apple___Cedar_apple_rust
18.149272557283147,Shower Rain,84.42935931876377,Apple___Cedar_apple_rust
24.708073811753174,Clear Sky,82.12176993667968,Apple___Cedar_apple_rust
21.17341343827015,Broken Clouds,81.64001917584795,Apple___Cedar_apple_rust
22.691155591458656,Rain,85.40406118659195,Apple___Cedar_apple_rust
23.742959280465136,Broken Clouds,81.4419547936767,Apple___Cedar_apple_rust
24.85629012978162,Rain,89.09749440872555,Apple___Cedar_apple_rust
22.10750520116594,Snow,86.05254831771958,Apple___Cedar_apple_rust
19.45301120391076,Few Clouds,83.03065849940828,Apple___Cedar_apple_rust
24.621894224292685,Rain,89.07248539463957,Apple___Cedar_apple_rust
24.2794077802566,Scattered Clouds,85.17375631951526,Apple___Cedar_apple_rust
20.639265661554372,Shower Rain,81.13020944249979,Apple___Cedar_apple_rust
24.85120262395791,Thunderstorm,84.31286712304961,Apple___Cedar_apple_rust
19.822708493354366,Mist,88.41894352632683,Apple___Cedar_apple_rust
21.88585420970122,Rain,84.02721487787979,Apple___Cedar_apple_rust
24.84324164559197,Rain,86.98385090077609,Apple___Cedar_apple_rust
23.293012919289648,Clear Sky,87.85298861712214,Apple___Cedar_apple_rust
20.93378964614337,Snow,89.35748751804498,Apple___Cedar_apple_rust
18.716959922880463,Few Clouds,88.3694354298271,Apple___Cedar_apple_rust
21.229629019861733,Shower Rain,84.04063454633818,Apple___Cedar_apple_rust
24.42685327375274,Mist,89.75403230898638,Apple___Cedar_apple_rust
22.96982097585855,Snow,81.19682233228211,Apple___Cedar_apple_rust
24.36756086426791,Shower Rain,81.73618101914404,Apple___Cedar_apple_rust
20.99935827011389,Clear Sky,48.75204145554865,Apple___healthy
21.062145424557727,Shower Rain,62.12232562344597,Apple___healthy
27.627069771998993,Mist,68.86907057127098,Apple___healthy
29.78723752935339,Rain,48.63011751116764,Apple___healthy
23.958338400097556,Clear Sky,61.22081673708494,Apple___healthy
15.778791935061141,Mist,40.26495163713772,Apple___healthy
17.571200665419724,Mist,40.279483526288814,Apple___healthy
15.624161336447292,Snow,55.28508064228426,Apple___healthy
20.663405995973253,Scattered Clouds,59.27497518558199,Apple___healthy
17.026216018621135,Shower Rain,55.074489415400166,Apple___healthy
25.36659072041844,Snow,46.62280470958505,Apple___healthy
15.351541721863114,Scattered Clouds,51.88017394031409,Apple___healthy
15.401315818140715,Shower Rain,50.45391117478077,Apple___healthy
23.23596156603806,Broken Clouds,61.089093781112545,Apple___healthy
16.475680845844074,Scattered Clouds,66.37725155012436,Apple___healthy
29.168026582699365,Shower Rain,68.85285013922983,Apple___healthy
29.090346987212595,Scattered Clouds,46.27414499687314,Apple___healthy
20.4919990086022,Few Clouds,64.62099650591661,Apple___healthy
22.796008341857988,Clear Sky,53.43700891136078,Apple___healthy
21.037547293519612,Thunderstorm,55.51087929250775,Apple___healthy
28.981333782647134,Thunderstorm,43.49030892296876,Apple___healthy
17.518699707628556,Scattered Clouds,55.24635738909304,Apple___healthy
23.17561304240995,Thunderstorm,65.64552532754641,Apple___healthy
18.214464650736385,Rain,45.943056052047474,Apple___healthy
15.382924769775274,Snow,42.196201530636685,Apple___healthy
16.4967271712574,Snow,59.59414238941282,Apple___healthy
16.108070357923975,Few Clouds,54.58497755874645,Apple___healthy
21.71770376584093,Thunderstorm,53.18132274396216,Apple___healthy
27.575386003242524,Mist,55.471948463633076,Apple___healthy
29.46127369707382,Mist,63.8271459062713,Apple___healthy
20.41099074599309,Snow,64.92127113613952,Apple___healthy
26.734119968049118,Few Clouds,67.8603937944465,Apple___healthy
20.20340034035362,Mist,41.1945320872414,Apple___healthy
29.964424040155485,Rain,60.51918399067912,Apple___healthy
27.826946950984055,Thunderstorm,61.147108494341104,Apple___healthy
19.171247034014954,Mist,42.488884159612034,Apple___healthy
15.400725627751608,Thunderstorm,46.687588038053754,Apple___healthy
16.908402696164394,Thunderstorm,58.48387426946821,Apple___healthy
20.24379291591822,Few Clouds,68.0003248126769,Apple___healthy
23.588868006718638,Snow,47.086418667219405,Apple___healthy
16.85600497986565,Scattered Clouds,66.35978011695691,Apple___healthy
15.452340502621823,Snow,58.69398358141618,Apple___healthy
17.049516308553923,Shower Rain,67.0296830730904,Apple___healthy
25.210721813731343,Clear Sky,60.86915722320399,Apple___healthy
19.063778746402395,Clear Sky,47.270483687270044,Apple___healthy
22.53353343682924,Shower Rain,54.785224423348765,Apple___healthy
28.701837050655993,Few Clouds,41.280307364563576,Apple___healthy
15.535614292366398,Thunderstorm,57.64542321923224,Apple___healthy
27.108971259264084,Snow,67.1347722620102,Apple___healthy
23.982289167488805,Snow,60.528099517208545,Apple___healthy
14.631210252219216,Scattered Clouds,73.36548747558949,Blueberry___healthy
17.52766221545725,Scattered Clouds,84.63269302325111,Blueberry___healthy
20.670857512631123,Thunderstorm,82.31116291673378,Blueberry___healthy
18.72824927216003,Few Clouds,75.6843722526571,Blueberry___healthy
13.413022496118602,Thunderstorm,75.1862141443687,Blueberry___healthy
15.218560129517781,Few Clouds,71.00554025128642,Blueberry___healthy
13.78763731362871,Few Clouds,72.87318493112674,Blueberry___healthy
16.68422244399442,Clear Sky,71.12763794121433,Blueberry___healthy
13.688722624415465,Thunderstorm,80.88930307752875,Blueberry___healthy
19.436382522529627,Few Clouds,80.6577655396347,Blueberry___healthy
17.663692724240082,Shower Rain,83.55852977455837,Blueberry___healthy
15.561591481415316,Broken Clouds,79.34567544933418,Blueberry___healthy
18.398821705321318,Clear Sky,81.30059354570456,Blueberry___healthy
16.924461200492367,Scattered Clouds,76.93241841146524,Blueberry___healthy
19.24441282964082,Rain,81.91990012092162,Blueberry___healthy
17.140806326128263,Rain,75.42384613113856,Blueberry___healthy
16.456777870711452,Few Clouds,73.80048383702719,Blueberry___healthy
19.108513743329063,Thunderstorm,79.11285246320007,Blueberry___healthy
14.414401304477533,Mist,75.10069003204737,Blueberry___healthy
15.341002915448069,Broken Clouds,76.68781357776786,Blueberry___healthy
16.985578154420292,Thunderstorm,76.60088205257186,Blueberry___healthy
20.673591568594958,Broken Clouds,75.45973178613805,Blueberry___healthy
19.291135893432134,Thunderstorm,71.1585929390548,Blueberry___healthy
19.884414099512874,Shower Rain,76.63408063605415,Blueberry___healthy
15.826493958938153,Rain,82.28158825387344,Blueberry___healthy
16.871841766077452,Shower Rain,81.31252013353956,Blueberry___healthy
18.60526380828771,Few Clouds,82.94324819871755,Blueberry___healthy
17.946068542884667,Few Clouds,74.43351317292512,Blueberry___healthy
19.26148743502553,Shower Rain,84.1414518159204,Blueberry___healthy
17.950268402599683,Broken Clouds,72.53997763045686,Blueberry___healthy
20.091791541962078,Shower Rain,77.99445946676289,Blueberry___healthy
13.372633000402182,Shower Rain,80.06716029121287,Blueberry___healthy
15.449040894241602,Shower Rain,79.05382344861886,Blueberry___healthy
17.74579813371995,Rain,81.99304920990934,Blueberry___healthy
20.338533715597812,Few Clouds,73.5707131404239,Blueberry___healthy
13.525286774926329,Broken Clouds,82.91410594467656,Blueberry___healthy
16.290703965989266,Snow,81.75989706367633,Blueberry___healthy
17.578470169427117,Clear Sky,74.14978081611953,Blueberry___healthy
20.223171637483595,Rain,82.17177458349786,Blueberry___healthy
13.663760367463011,Rain,80.02733892483356,Blueberry___healthy
15.279593862893567,Shower Rain,70.86136862027554,Blueberry___healthy
18.166809805897184,Scattered Clouds,73.03004077509395,Blueberry___healthy
19.413427351100047,Shower Rain,74.17403517071436,Blueberry___healthy
16.862119470645588,Mist,78.41716849322846,Blueberry___healthy
13.057957731069934,Mist,71.21765213603236,Blueberry___healthy
13.778641165935875,Scattered Clouds,74.23779227576586,Blueberry___healthy
13.680570500471912,Few Clouds,76.47866417920147,Blueberry___healthy
15.4399661954386,Rain,79.240312471895,Blueberry___healthy
17.894141888991626,Few Clouds,75.32365626597152,Blueberry___healthy
13.488089996831718,Clear Sky,78.91117561214274,Blueberry___healthy
19.31190046958549,Few Clouds,63.80487468263752,Cherry_(including_sour)___Powdery_mildew
22.117453495164334,Snow,56.65211952270135,Cherry_(including_sour)___Powdery_mildew
20.411769012767124,Mist,57.56557368573899,Cherry_(including_sour)___Powdery_mildew
21.56410093256099,Snow,55.857326084470515,Cherry_(including_sour)___Powdery_mildew
20.23694274587899,Shower Rain,63.73952074506533,Cherry_(including_sour)___Powdery_mildew
21.74251066010752,Mist,50.501498662624144,Cherry_(including_sour)___Powdery_mildew
22.24130548943561,Shower Rain,62.533828554786695,Cherry_(including_sour)___Powdery_mildew
22.787639738100914,Mist,65.75144951961931,Cherry_(including_sour)___Powdery_mildew
24.645815136062332,Shower Rain,67.1045796333353,Cherry_(including_sour)___Powdery_mildew
22.954248967603807,Scattered Clouds,60.49730043732526,Cherry_(including_sour)___Powdery_mildew
18.63356524804776,Thunderstorm,64.21645851759187,Cherry_(including_sour)___Powdery_mildew
22.46255409120875,Clear Sky,64.23077624770139,Cherry_(including_sour)___Powdery_mildew
19.751563018398304,Rain,66.33922595989748,Cherry_(including_sour)___Powdery_mildew
24.69429607422162,Snow,58.827502923967444,Cherry_(including_sour)___Powdery_mildew
21.750697524816687,Rain,68.87427441682786,Cherry_(including_sour)___Powdery_mildew
21.039134231570227,Shower Rain,53.13340072533396,Cherry_(including_sour)___Powdery_mildew
21.055010257093357,Shower Rain,61.34352283754368,Cherry_(including_sour)___Powdery_mildew
23.17179626307949,Mist,56.91455182492391,Cherry_(including_sour)___Powdery_mildew
19.69050042220497,Scattered Clouds,61.997300390746545,Cherry_(including_sour)___Powdery_mildew
21.553909207692453,Clear Sky,61.96547252789415,Cherry_(including_sour)___Powdery_mildew
23.17833883769464,Clear Sky,63.87189025261175,Cherry_(including_sour)___Powdery_mildew
21.441037701870453,Clear Sky,55.51627133699479,Cherry_(including_sour)___Powdery_mildew
20.272807484158477,Few Clouds,51.071963480248456,Cherry_(including_sour)___Powdery_mildew
19.27071459013936,Snow,67.10402895380115,Cherry_(including_sour)___Powdery_mildew
19.460342176093803,Thunderstorm,57.35287190917535,Cherry_(including_sour)___Powdery_mildew
19.247316842413372,Mist,56.78891689658102,Cherry_(including_sour)___Powdery_mildew
20.70469631098803,Few Clouds,59.607220014028435,Cherry_(including_sour)___Powdery_mildew
24.913181475791234,Clear Sky,53.926918701881114,Cherry_(including_sour)___Powdery_mildew
19.738315671804934,Clear Sky,63.0959120859682,Cherry_(including_sour)___Powdery_mildew
23.191295031968533,Shower Rain,57.596997608801196,Cherry_(including_sour)___Powdery_mildew
24.71396561783839,Broken Clouds,63.21487035556708,Cherry_(including_sour)___Powdery_mildew
22.98724479923289,Scattered Clouds,61.891855412758346,Cherry_(including_sour)___Powdery_mildew
18.51468059633641,Scattered Clouds,58.828989345722086,Cherry_(including_sour)___Powdery_mildew
18.210920733918776,Rain,61.07094241107002,Cherry_(including_sour)___Powdery_mildew
24.80368915559129,Shower Rain,62.83723655210144,Cherry_(including_sour)___Powdery_mildew
22.15012702900248,Rain,59.41841558398815,Cherry_(including_sour)___Powdery_mildew
22.094560018105124,Rain,55.817426024736264,Cherry_(including_sour)___Powdery_mildew
23.635868164939115,Thunderstorm,56.98828504750218,Cherry_(including_sour)___Powdery_mildew
24.831541168251768,Rain,65.58163124984401,Cherry_(including_sour)___Powdery_mildew
22.871667649947216,Shower Rain,67.9312103244114,Cherry_(including_sour)___Powdery_mildew
22.018108683141875,Broken Clouds,66.7085877299656,Cherry_(including_sour)___Powdery_mildew
18.04570753835148,Mist,69.39396496744685,Cherry_(including_sour)___Powdery_mildew
23.423749648759724,Few Clouds,68.67795589320927,Cherry_(including_sour)___Powdery_mildew
24.479922677987183,Clear Sky,61.73709493365346,Cherry_(including_sour)___Powdery_mildew
22.208772919691782,Mist,56.75212308947467,Cherry_(including_sour)___Powdery_mildew
18.86505007473542,Mist,62.51989711764993,Cherry_(including_sour)___Powdery_mildew
21.317587287735197,Snow,58.06313030199142,Cherry_(including_sour)___Powdery_mildew
20.549117768289715,Scattered Clouds,54.644578823684206,Cherry_(including_sour)___Powdery_mildew
24.87051446093827,Mist,63.96796489852759,Cherry_(including_sour)___Powdery_mildew
24.171324590896987,Snow,56.24121947057559,Cherry_(including_sour)___Powdery_mildew
17.867209616416996,Thunderstorm,62.8970095915093,Cherry_(including_sour)___healthy
21.356106208045635,Snow,50.85761815447094,Cherry_(including_sour)___healthy
16.554962985712663,Broken Clouds,55.51618761197445,Cherry_(including_sour)___healthy
23.549609865630284,Scattered Clouds,68.85738665199246,Cherry_(including_sour)___healthy
20.88408669776727,Shower Rain,69.10992568663299,Cherry_(including_sour)___healthy
17.35769819002519,Mist,57.629404844175966,Cherry_(including_sour)___healthy
17.493496778764374,Shower Rain,58.622247579756355,Cherry_(including_sour)___healthy
15.85008074892631,Clear Sky,65.37184982621433,Cherry_(including_sour)___healthy
22.20443652336529,Few Clouds,58.843564027627565,Cherry_(including_sour)___healthy
19.273726472763336,Thunderstorm,62.5090128851915,Cherry_(including_sour)___healthy
21.235924455014032,Shower Rain,51.61624382069455,Cherry_(including_sour)___healthy
23.03538418469391,Snow,69.0493665982123,Cherry_(including_sour)___healthy
17.858913949956214,Snow,53.83447008941487,Cherry_(including_sour)___healthy
19.506535886814834,Mist,62.0112809720648,Cherry_(including_sour)___healthy
15.203940413952328,Broken Clouds,69.18511476280005,Cherry_(including_sour)___healthy
20.368087987565815,Shower Rain,51.88754145823128,Cherry_(including_sour)___healthy
19.66859412272651,Shower Rain,60.71601747380311,Cherry_(including_sour)___healthy
16.514887116176528,Mist,67.35042387342973,Cherry_(including_sour)___healthy
23.183383630326038,Shower Rain,62.55089912314669,Cherry_(including_sour)___healthy
22.44364975539725,Thunderstorm,68.02513458287339,Cherry_(including_sour)___healthy
17.955890159166916,Rain,68.03590134914072,Cherry_(including_sour)___healthy
18.748961771580188,Shower Rain,59.80928137342071,Cherry_(including_sour)___healthy
15.567082327769342,Snow,69.83870093706308,Cherry_(including_sour)___healthy
18.684942630814042,Mist,64.00228275296568,Cherry_(including_sour)___healthy
23.938582408378547,Snow,54.609553056050835,Cherry_(including_sour)___healthy
22.466581225320308,Rain,50.35817315608789,Cherry_(including_sour)___healthy
19.922334075545248,Scattered Clouds,57.17179610602634,Cherry_(including_sour)___healthy
23.167851662427726,Broken Clouds,68.94749512733321,Cherry_(including_sour)___healthy
22.58375566417729,Mist,61.10594247577171,Cherry_(including_sour)___healthy
17.109673013281384,Broken Clouds,56.26529822470692,Cherry_(including_sour)___healthy
17.035319063938964,Mist,64.1371792483816,Cherry_(including_sour)___healthy
16.735314398201563,Snow,58.78792901840783,Cherry_(including_sour)___healthy
22.728622106222463,Thunderstorm,56.80394113982614,Cherry_(including_sour)___healthy
18.31434094941428,Broken Clouds,59.42579177112197,Cherry_(including_sour)___healthy
20.28242502486544,Few Clouds,53.00008519677639,Cherry_(including_sour)___healthy
21.566325615233513,Rain,53.92255779800673,Cherry_(including_sour)___healthy
20.24484659207299,Snow,66.6057345757075,Cherry_(including_sour)___healthy
16.505763302720503,Clear Sky,57.75513915546803,Cherry_(including_sour)___healthy
15.098305501471202,Few Clouds,69.34795153797735,Cherry_(including_sour)___healthy
24.01216760983698,Rain,67.6401494644127,Cherry_(including_sour)___healthy
22.482027262618566,Thunderstorm,68.8264856612783,Cherry_(including_sour)___healthy
21.288635772416065,Snow,55.56548614678415,Cherry_(including_sour)___healthy
16.01967470403914,Clear Sky,61.14114508511377,Cherry_(including_sour)___healthy
21.09478185738884,Shower Rain,61.92033244502915,Cherry_(including_sour)___healthy
22.66008993975004,Clear Sky,55.749225595152005,Cherry_(including_sour)___healthy
15.209535349271023,Shower Rain,67.1667937579506,Cherry_(including_sour)___healthy
22.235081625969976,Mist,62.46194386857468,Cherry_(including_sour)___healthy
16.60977512769263,Snow,51.07614553853979,Cherry_(including_sour)___healthy
15.776856575017245,Mist,67.21932593298459,Cherry_(including_sour)___healthy
22.013682489189687,Rain,62.31620407538023,Cherry_(including_sour)___healthy
21.108313199156697,Clear Sky,80.01646301962512,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
23.133346763893815,Shower Rain,89.09776547322359,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
24.743433326601348,Clear Sky,89.20710701123778,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
23.068210613774365,Thunderstorm,82.6283765092887,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
27.414822322298534,Mist,88.64581832839755,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
21.371612888509517,Mist,92.7128743904309,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
23.831020576827136,Clear Sky,92.65071556997367,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
25.006894167268065,Broken Clouds,80.90601849538486,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
25.908229716335597,Shower Rain,82.71092424486915,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
21.359777202463395,Thunderstorm,84.51325835017778,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
22.2719002720268,Clear Sky,80.50533658026836,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
23.999192779791468,Few Clouds,86.70224261853669,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
26.068727290160826,Shower Rain,87.69378976162096,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
27.719346285812875,Mist,91.61199629199693,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
27.410208539421394,Mist,88.29564884355752,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
22.614683869649475,Broken Clouds,89.22405552516516,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
27.123814376261844,Few Clouds,88.28989770092232,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
22.479372904461652,Rain,93.4092336987742,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
24.517209332669516,Mist,91.2981070968517,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
26.508847327813125,Snow,87.39751364717068,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
21.747216729414347,Broken Clouds,94.61743481660346,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
22.13173598624878,Shower Rain,86.0869891674109,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
27.978516744745836,Rain,89.01904475709068,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
28.075836884201752,Scattered Clouds,82.99283051699224,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
24.680938264911283,Rain,81.63896268530803,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
23.8400122948858,Clear Sky,93.92848780340486,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
22.10971620317889,Mist,81.48150793892874,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
22.36384429832678,Rain,82.15168832717674,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
24.689899684715854,Clear Sky,86.27591344230389,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
